Uniprot_id	GO_id	GO_name	aspartic	cysteine	glutamic	metallo	asparagine	serine	threonine
A6NGU5	GO:0005886	plasma membrane	0	0	0	0	0	0	0
A6NGU5	GO:0016020	membrane	0	0	0	0	0	0	0
A6NGU5	GO:0070062	extracellular exosome	0	0	0	0	0	0	0
A6NHC0	GO:0004198	calcium-dependent cysteine-type endopeptidase activity	0	1	0	0	0	0	0
A6NHC0	GO:0005509	calcium ion binding	0	0	0	0	0	0	0
A6NHC0	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
A6NHC0	GO:0046872	metal ion binding	0	0	0	0	0	0	0
A6NHC0	GO:0006508	proteolysis	0	0	0	0	0	0	0
A6NHC0	GO:0005737	cytoplasm	0	0	0	0	0	0	0
A6NHC0	GO:0005794	golgi apparatus	0	0	0	0	0	0	0
A6NIE9	GO:0004252	serine-type endopeptidase activity	0	0	0	0	0	1	0
A6NIE9	GO:0008233	peptidase activity	0	0	0	0	0	0	0
A6NIE9	GO:0008236	serine-type peptidase activity	0	0	0	0	0	1	0
A6NIE9	GO:0006508	proteolysis	0	0	0	0	0	0	0
A6NIE9	GO:0005615	extracellular space	0	0	0	0	0	0	0
A6NIE9	GO:0005576	extracellular region	0	0	0	0	0	0	0
A6NNY8	GO:0004197	cysteine-type endopeptidase activity	0	1	0	0	0	0	0
A6NNY8	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
A6NNY8	GO:0008233	peptidase activity	0	0	0	0	0	0	0
A6NNY8	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
A6NNY8	GO:0061578	k63-linked deubiquitinase activity	0	0	0	0	0	0	0
A6NNY8	GO:1990380	k48-linked deubiquitinase activity	0	0	0	0	0	0	0
A6NNY8	GO:0006508	proteolysis	0	0	0	0	0	0	0
A6NNY8	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
A6NNY8	GO:0043065	positive regulation of apoptotic process	0	0	0	0	0	0	0
A6NNY8	GO:0045087	innate immune response	0	0	0	0	0	0	0
A6NNY8	GO:0050821	protein stabilization	0	0	0	0	0	0	0
A6NNY8	GO:0051607	defense response to virus	0	0	0	0	0	0	0
A6NNY8	GO:0060340	positive regulation of type i interferon-mediated signaling pathway	0	0	0	0	0	0	0
A6NNY8	GO:0070536	protein k63-linked deubiquitination	0	0	0	0	0	0	0
A6NNY8	GO:0071108	protein k48-linked deubiquitination	0	0	0	0	0	0	0
A6NNY8	GO:0005634	nucleus	0	0	0	0	0	0	0
A6NNY8	GO:0005737	cytoplasm	0	0	0	0	0	0	0
A6NNY8	GO:0005829	cytosol	0	0	0	0	0	0	0
A8K7I4	GO:0004222	metalloendopeptidase activity	0	0	0	1	0	0	0
A8K7I4	GO:0005229	intracellularly calcium-gated chloride channel activity	0	0	0	0	0	0	0
A8K7I4	GO:0005254	chloride channel activity	0	0	0	0	0	0	0
A8K7I4	GO:0008237	metallopeptidase activity	0	0	0	1	0	0	0
A8K7I4	GO:0046872	metal ion binding	0	0	0	0	0	0	0
A8K7I4	GO:0006508	proteolysis	0	0	0	0	0	0	0
A8K7I4	GO:0006816	calcium ion transport	0	0	0	0	0	0	0
A8K7I4	GO:0006821	chloride transport	0	0	0	0	0	0	0
A8K7I4	GO:0034220	monoatomic ion transmembrane transport	0	0	0	0	0	0	0
A8K7I4	GO:0071456	cellular response to hypoxia	0	0	0	0	0	0	0
A8K7I4	GO:1902476	chloride transmembrane transport	0	0	0	0	0	0	0
A8K7I4	GO:0005886	plasma membrane	0	0	0	0	0	0	0
A8K7I4	GO:0005576	extracellular region	0	0	0	0	0	0	0
A8K7I4	GO:0005902	microvillus	0	0	0	0	0	0	0
A8K7I4	GO:0016020	membrane	0	0	0	0	0	0	0
A8K7I4	GO:0030141	secretory granule	0	0	0	0	0	0	0
A8K7I4	GO:0042589	zymogen granule membrane	0	0	0	0	0	0	0
A8MTI9	GO:0004252	serine-type endopeptidase activity	0	0	0	0	0	1	0
A8MTI9	GO:0008236	serine-type peptidase activity	0	0	0	0	0	1	0
A8MTI9	GO:0006508	proteolysis	0	0	0	0	0	0	0
A8MTI9	GO:0005615	extracellular space	0	0	0	0	0	0	0
A8MTI9	GO:0005576	extracellular region	0	0	0	0	0	0	0
A8MUK1	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
A8MUK1	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
A8MUK1	GO:0006508	proteolysis	0	0	0	0	0	0	0
A8MUK1	GO:0006915	apoptotic process	0	0	0	0	0	0	0
A8MUK1	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
A8MUK1	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
A8MUK1	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
A8MUK1	GO:0005634	nucleus	0	0	0	0	0	0	0
A8MUK1	GO:0005829	cytosol	0	0	0	0	0	0	0
A8MUK1	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
A8MX76	GO:0004198	calcium-dependent cysteine-type endopeptidase activity	0	1	0	0	0	0	0
A8MX76	GO:0005509	calcium ion binding	0	0	0	0	0	0	0
A8MX76	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
A8MX76	GO:0046872	metal ion binding	0	0	0	0	0	0	0
A8MX76	GO:0006508	proteolysis	0	0	0	0	0	0	0
A8MX76	GO:0005737	cytoplasm	0	0	0	0	0	0	0
A8MYZ0	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
A8MYZ0	GO:1990380	k48-linked deubiquitinase activity	0	0	0	0	0	0	0
A8MYZ0	GO:0071108	protein k48-linked deubiquitination	0	0	0	0	0	0	0
B5MD39	GO:0036374	glutathione hydrolase activity	0	0	0	0	0	0	0
B5MD39	GO:0006751	glutathione catabolic process	0	0	0	0	0	0	0
B5MD39	GO:1901750	leukotriene d4 biosynthetic process	0	0	0	0	0	0	0
B5MD39	GO:0070062	extracellular exosome	0	0	0	0	0	0	0
C9J2P7	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
C9J2P7	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
C9J2P7	GO:0006508	proteolysis	0	0	0	0	0	0	0
C9J2P7	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
C9J2P7	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
C9J2P7	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
C9J2P7	GO:0005634	nucleus	0	0	0	0	0	0	0
C9J2P7	GO:0005829	cytosol	0	0	0	0	0	0	0
C9J2P7	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
C9JJH3	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
C9JJH3	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
C9JJH3	GO:0006508	proteolysis	0	0	0	0	0	0	0
C9JJH3	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
C9JJH3	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
C9JJH3	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
C9JJH3	GO:0005634	nucleus	0	0	0	0	0	0	0
C9JJH3	GO:0005829	cytosol	0	0	0	0	0	0	0
C9JJH3	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
C9JLJ4	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
C9JLJ4	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
C9JLJ4	GO:0006508	proteolysis	0	0	0	0	0	0	0
C9JLJ4	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
C9JLJ4	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
C9JLJ4	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
C9JLJ4	GO:0005634	nucleus	0	0	0	0	0	0	0
C9JLJ4	GO:0005829	cytosol	0	0	0	0	0	0	0
C9JLJ4	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
C9JPN9	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
C9JPN9	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
C9JPN9	GO:0006508	proteolysis	0	0	0	0	0	0	0
C9JPN9	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
C9JPN9	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
C9JPN9	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
C9JPN9	GO:0005634	nucleus	0	0	0	0	0	0	0
C9JPN9	GO:0005829	cytosol	0	0	0	0	0	0	0
C9JPN9	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
C9JVI0	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
C9JVI0	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
C9JVI0	GO:0006508	proteolysis	0	0	0	0	0	0	0
C9JVI0	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
C9JVI0	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
C9JVI0	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
C9JVI0	GO:0005634	nucleus	0	0	0	0	0	0	0
C9JVI0	GO:0005829	cytosol	0	0	0	0	0	0	0
C9JVI0	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
D6R901	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
D6R901	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
D6R901	GO:0006508	proteolysis	0	0	0	0	0	0	0
D6R901	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
D6R901	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
D6R901	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
D6R901	GO:0005634	nucleus	0	0	0	0	0	0	0
D6R901	GO:0005829	cytosol	0	0	0	0	0	0	0
D6R901	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
D6R9N7	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
D6R9N7	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
D6R9N7	GO:0006508	proteolysis	0	0	0	0	0	0	0
D6R9N7	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
D6R9N7	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
D6R9N7	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
D6R9N7	GO:0005634	nucleus	0	0	0	0	0	0	0
D6R9N7	GO:0005829	cytosol	0	0	0	0	0	0	0
D6R9N7	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
D6RA61	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
D6RA61	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
D6RA61	GO:0006508	proteolysis	0	0	0	0	0	0	0
D6RA61	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
D6RA61	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
D6RA61	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
D6RA61	GO:0005634	nucleus	0	0	0	0	0	0	0
D6RA61	GO:0005829	cytosol	0	0	0	0	0	0	0
D6RA61	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
D6RBM5	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
D6RBM5	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
D6RBM5	GO:0005634	nucleus	0	0	0	0	0	0	0
D6RBM5	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
D6RBQ6	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
D6RBQ6	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
D6RBQ6	GO:0006508	proteolysis	0	0	0	0	0	0	0
D6RBQ6	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
D6RBQ6	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
D6RBQ6	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
D6RBQ6	GO:0005634	nucleus	0	0	0	0	0	0	0
D6RBQ6	GO:0005829	cytosol	0	0	0	0	0	0	0
D6RBQ6	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
D6RCP7	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
D6RCP7	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
D6RCP7	GO:0006508	proteolysis	0	0	0	0	0	0	0
D6RCP7	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
D6RCP7	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
D6RCP7	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
D6RCP7	GO:0005634	nucleus	0	0	0	0	0	0	0
D6RCP7	GO:0005829	cytosol	0	0	0	0	0	0	0
D6RCP7	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
D6RJB6	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
D6RJB6	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
D6RJB6	GO:0006508	proteolysis	0	0	0	0	0	0	0
D6RJB6	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
D6RJB6	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
D6RJB6	GO:0042981	regulation of apoptotic process	0	0	0	0	0	0	0
D6RJB6	GO:0005634	nucleus	0	0	0	0	0	0	0
D6RJB6	GO:0005829	cytosol	0	0	0	0	0	0	0
D6RJB6	GO:0005783	endoplasmic reticulum	0	0	0	0	0	0	0
E5RG02	GO:0004252	serine-type endopeptidase activity	0	0	0	0	0	1	0
E5RG02	GO:0008236	serine-type peptidase activity	0	0	0	0	0	1	0
E5RG02	GO:0006508	proteolysis	0	0	0	0	0	0	0
O00187	GO:0001855	complement component c4b binding	0	0	0	0	0	0	0
O00187	GO:0004252	serine-type endopeptidase activity	0	0	0	0	0	1	0
O00187	GO:0005509	calcium ion binding	0	0	0	0	0	0	0
O00187	GO:0005515	protein binding	0	0	0	0	0	0	0
O00187	GO:0008233	peptidase activity	0	0	0	0	0	0	0
O00187	GO:0008236	serine-type peptidase activity	0	0	0	0	0	1	0
O00187	GO:0046872	metal ion binding	0	0	0	0	0	0	0
O00187	GO:0048306	calcium-dependent protein binding	0	0	0	0	0	0	0
O00187	GO:0001867	complement activation, lectin pathway	0	0	0	0	0	0	0
O00187	GO:0006508	proteolysis	0	0	0	0	0	0	0
O00187	GO:0006956	complement activation	0	0	0	0	0	0	0
O00187	GO:0006958	complement activation, classical pathway	0	0	0	0	0	0	0
O00187	GO:0045087	innate immune response	0	0	0	0	0	0	0
O00187	GO:0005615	extracellular space	0	0	0	0	0	0	0
O00187	GO:0005576	extracellular region	0	0	0	0	0	0	0
O00187	GO:0070062	extracellular exosome	0	0	0	0	0	0	0
O00303	GO:0003743	translation initiation factor activity	0	0	0	0	0	0	0
O00303	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
O00303	GO:0005515	protein binding	0	0	0	0	0	0	0
O00303	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
O00303	GO:0008237	metallopeptidase activity	0	0	0	1	0	0	0
O00303	GO:0031369	translation initiation factor binding	0	0	0	0	0	0	0
O00303	GO:0042802	identical protein binding	0	0	0	0	0	0	0
O00303	GO:0140492	metal-dependent deubiquitinase activity	0	0	0	0	0	0	0
O00303	GO:0001732	formation of cytoplasmic translation initiation complex	0	0	0	0	0	0	0
O00303	GO:0002183	cytoplasmic translational initiation	0	0	0	0	0	0	0
O00303	GO:0006412	translation	0	0	0	0	0	0	0
O00303	GO:0006413	translational initiation	0	0	0	0	0	0	0
O00303	GO:0006508	proteolysis	0	0	0	0	0	0	0
O00303	GO:0075522	ires-dependent viral translational initiation	0	0	0	0	0	0	0
O00303	GO:0005737	cytoplasm	0	0	0	0	0	0	0
O00303	GO:0005829	cytosol	0	0	0	0	0	0	0
O00303	GO:0016020	membrane	0	0	0	0	0	0	0
O00303	GO:0045202	synapse	0	0	0	0	0	0	0
O00303	GO:0005852	eukaryotic translation initiation factor 3 complex	0	0	0	0	0	0	0
O00303	GO:0016282	eukaryotic 43s preinitiation complex	0	0	0	0	0	0	0
O00303	GO:0033290	eukaryotic 48s preinitiation complex	0	0	0	0	0	0	0
O00303	GO:0071541	eukaryotic translation initiation factor 3 complex, eif3m	0	0	0	0	0	0	0
O00487	GO:0005515	protein binding	0	0	0	0	0	0	0
O00487	GO:0008237	metallopeptidase activity	0	0	0	1	0	0	0
O00487	GO:0046872	metal ion binding	0	0	0	0	0	0	0
O00487	GO:0061133	endopeptidase activator activity	0	0	0	0	0	0	0
O00487	GO:0061578	k63-linked deubiquitinase activity	0	0	0	0	0	0	0
O00487	GO:0070628	proteasome binding	0	0	0	0	0	0	0
O00487	GO:0140492	metal-dependent deubiquitinase activity	0	0	0	0	0	0	0
O00487	GO:0000724	double-strand break repair via homologous recombination	0	0	0	0	0	0	0
O00487	GO:0006281	dna repair	0	0	0	0	0	0	0
O00487	GO:0006303	double-strand break repair via nonhomologous end joining	0	0	0	0	0	0	0
O00487	GO:0006508	proteolysis	0	0	0	0	0	0	0
O00487	GO:0006511	ubiquitin-dependent protein catabolic process	0	0	0	0	0	0	0
O00487	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
O00487	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	0	0	0	0	0	0	0
O00487	GO:0045471	response to ethanol	0	0	0	0	0	0	0
O00487	GO:0061136	regulation of proteasomal protein catabolic process	0	0	0	0	0	0	0
O00487	GO:0070536	protein k63-linked deubiquitination	0	0	0	0	0	0	0
O00487	GO:0005634	nucleus	0	0	0	0	0	0	0
O00487	GO:0005576	extracellular region	0	0	0	0	0	0	0
O00487	GO:0005654	nucleoplasm	0	0	0	0	0	0	0
O00487	GO:0005829	cytosol	0	0	0	0	0	0	0
O00487	GO:0034774	secretory granule lumen	0	0	0	0	0	0	0
O00487	GO:1904813	ficolin-1-rich granule lumen	0	0	0	0	0	0	0
O00487	GO:0000502	proteasome complex	0	0	0	0	0	0	0
O00487	GO:0008541	proteasome regulatory particle, lid subcomplex	0	0	0	0	0	0	0
O00487	GO:0022624	proteasome accessory complex	0	0	0	0	0	0	0
O00487	GO:0031597	cytosolic proteasome complex	0	0	0	0	0	0	0
O00507	GO:0004843	cysteine-type deubiquitinase activity	0	1	0	0	0	0	0
O00507	GO:0008234	cysteine-type peptidase activity	0	1	0	0	0	0	0
O00507	GO:0046872	metal ion binding	0	0	0	0	0	0	0
O00507	GO:0070410	co-smad binding	0	0	0	0	0	0	0
O00507	GO:0006508	proteolysis	0	0	0	0	0	0	0
O00507	GO:0007179	transforming growth factor beta receptor signaling pathway	0	0	0	0	0	0	0
O00507	GO:0007283	spermatogenesis	0	0	0	0	0	0	0
O00507	GO:0016477	cell migration	0	0	0	0	0	0	0
O00507	GO:0016579	protein deubiquitination	0	0	0	0	0	0	0
O00507	GO:0030509	bmp signaling pathway	0	0	0	0	0	0	0
O00507	GO:0031647	regulation of protein stability	0	0	0	0	0	0	0
O00507	GO:0005634	nucleus	0	0	0	0	0	0	0
O00507	GO:0005829	cytosol	0	0	0	0	0	0	0
O00507	GO:0005737	cytoplasm	0	0	0	0	0	0	0
O14668	GO:0004252	serine-type endopeptidase activity	0	0	0	0	0	1	0
O14668	GO:0005509	calcium ion binding	0	0	0	0	0	0	0
O14668	GO:0005515	protein binding	0	0	0	0	0	0	0
O14668	GO:0007596	blood coagulation	0	0	0	0	0	0	0
O14668	GO:0005615	extracellular space	0	0	0	0	0	0	0
O14668	GO:0005576	extracellular region	0	0	0	0	0	0	0
O14668	GO:0005886	plasma membrane	0	0	0	0	0	0	0
O14668	GO:0016020	membrane	0	0	0	0	0	0	0
O14669	GO:0004252	serine-type endopeptidase activity	0	0	0	0	0	1	0
O14669	GO:0005509	calcium ion binding	0	0	0	0	0	0	0
